ticker,ccp,tag
bb,CY2016,"96      InvestmentIncomeNet
1380               Revenues
Name: (bb, CY2016), dtype: object"
bb,CY2017,"77      InvestmentIncomeNet
1450               Revenues
Name: (bb, CY2017), dtype: object"
bb,CY2018,"134     InvestmentIncomeNet
1222               Revenues
Name: (bb, CY2018), dtype: object"
bb,CY2019,"131    InvestmentIncomeNet
997               Revenues
Name: (bb, CY2019), dtype: object"
bb,CY2020,"126    InvestmentIncomeNet
907               Revenues
Name: (bb, CY2020), dtype: object"
bb,CY2021,"122    InvestmentIncomeNet
852               Revenues
Name: (bb, CY2021), dtype: object"
bb,CY2022,"113    InvestmentIncomeNet
783               Revenues
Name: (bb, CY2022), dtype: object"
bbbt,CY2011,"1452    ProfessionalFees
2963            Revenues
Name: (bbbt, CY2011), dtype: object"
bbbt,CY2019,"513     ProfessionalFees
1603            Revenues
Name: (bbbt, CY2019), dtype: object"
bbbt,CY2020,"507     ProfessionalFees
1482            Revenues
Name: (bbbt, CY2020), dtype: object"
bbbt,CY2021,"483     ProfessionalFees
1391            Revenues
Name: (bbbt, CY2021), dtype: object"
bbbt,CY2022,"424              ProfessionalFees
105     RevenueFromRelatedParties
1269                     Revenues
Name: (bbbt, CY2022), dtype: object"
bbcpw,CY2022,"2238    RevenueFromContractWithCustomerExcludingAssess...
1919                                             Revenues
Name: (bbcpw, CY2022), dtype: object"
bbcpw,CY2023,"495    RevenueFromContractWithCustomerExcludingAssess...
410                                             Revenues
Name: (bbcpw, CY2023), dtype: object"
bbdc,CY2020,"47     GrossInvestmentIncomeOperating
105               NetInvestmentIncome
Name: (bbdc, CY2020), dtype: object"
bbdc,CY2021,"44    GrossInvestmentIncomeOperating
99               NetInvestmentIncome
Name: (bbdc, CY2021), dtype: object"
bbdc,CY2022,"40    GrossInvestmentIncomeOperating
90               NetInvestmentIncome
Name: (bbdc, CY2022), dtype: object"
bbgi,CY2011,"72      ManagementFeesRevenue
1818                 Revenues
Name: (bbgi, CY2011), dtype: object"
bbgi,CY2012,"83      ManagementFeesRevenue
2522                 Revenues
Name: (bbgi, CY2012), dtype: object"
bbgi,CY2013,"77      ManagementFeesRevenue
2327                 Revenues
Name: (bbgi, CY2013), dtype: object"
bbi,CY2011,"156             ContractsRevenue
95     LicenseAndServicesRevenue
742                     Revenues
Name: (bbi, CY2011), dtype: object"
bbi,CY2012,"161              ContractsRevenue
104     LicenseAndServicesRevenue
225               LicensesRevenue
3662                     Revenues
Name: (bbi, CY2012), dtype: object"
bbi,CY2013,"148              ContractsRevenue
106     LicenseAndServicesRevenue
222               LicensesRevenue
3528                     Revenues
Name: (bbi, CY2013), dtype: object"
bbi,CY2014,"129    ContractsRevenue
638            Revenues
Name: (bbi, CY2014), dtype: object"
bbi,CY2015,"123    ContractsRevenue
590            Revenues
Name: (bbi, CY2015), dtype: object"
bbi,CY2016,"116    ContractsRevenue
683            Revenues
Name: (bbi, CY2016), dtype: object"
bbi,CY2017,"93     ContractsRevenue
726            Revenues
Name: (bbi, CY2017), dtype: object"
bbi,CY2018,"544    RevenueFromContractWithCustomerExcludingAssess...
631                                             Revenues
Name: (bbi, CY2018), dtype: object"
bbi,CY2020,"62                                   InvestmentIncomeNet
509    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbi, CY2020), dtype: object"
bbi,CY2021,"62                                   InvestmentIncomeNet
491    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbi, CY2021), dtype: object"
bbi,CY2022,"58                                   InvestmentIncomeNet
471    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbi, CY2022), dtype: object"
bbig,CY2019,"2633    RevenueFromContractWithCustomerExcludingAssess...
822     RevenueFromContractWithCustomerIncludingAssess...
Name: (bbig, CY2019), dtype: object"
bbig,CY2020,"2578    RevenueFromContractWithCustomerExcludingAssess...
2340                                             Revenues
Name: (bbig, CY2020), dtype: object"
bblgw,CY2016,"620     ProfessionalFees
2336            Revenues
Name: (bblgw, CY2016), dtype: object"
bbq,CY2009,"158     InterestIncomeOperating
1448                   Revenues
72               RoyaltyRevenue
Name: (bbq, CY2009), dtype: object"
bbq,CY2010,"268       InterestIncomeOperating
58      LicenseAndServicesRevenue
2589                     Revenues
117                RoyaltyRevenue
Name: (bbq, CY2010), dtype: object"
bbq,CY2011,"297       InterestIncomeOperating
79      LicenseAndServicesRevenue
1379                     Revenues
144                RoyaltyRevenue
Name: (bbq, CY2011), dtype: object"
bbq,CY2012,"286       InterestIncomeOperating
82      LicenseAndServicesRevenue
3207                     Revenues
156                RoyaltyRevenue
Name: (bbq, CY2012), dtype: object"
bbq,CY2013,"257       InterestIncomeOperating
81      LicenseAndServicesRevenue
3059                     Revenues
144                RoyaltyRevenue
Name: (bbq, CY2013), dtype: object"
bbq,CY2014,"243       InterestIncomeOperating
77      LicenseAndServicesRevenue
1154                     Revenues
131                RoyaltyRevenue
Name: (bbq, CY2014), dtype: object"
bbq,CY2015,"227       InterestIncomeOperating
74      LicenseAndServicesRevenue
1065                     Revenues
109                RoyaltyRevenue
Name: (bbq, CY2015), dtype: object"
bbq,CY2016,"95               ContractsRevenue
220       InterestIncomeOperating
72      LicenseAndServicesRevenue
1186                     Revenues
95                 RoyaltyRevenue
Name: (bbq, CY2016), dtype: object"
bbq,CY2017,"77             ContractsRevenue
209     InterestIncomeOperating
1256                   Revenues
Name: (bbq, CY2017), dtype: object"
bbq,CY2018,"190                              InterestIncomeOperating
955    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbq, CY2018), dtype: object"
bbq,CY2019,"58                               InterestIncomeOperating
936    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbq, CY2019), dtype: object"
bbq,CY2020,"55                               InterestIncomeOperating
900    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbq, CY2020), dtype: object"
bbq,CY2021,"51                               InterestIncomeOperating
871    RevenueFromContractWithCustomerExcludingAssess...
Name: (bbq, CY2021), dtype: object"
bbrw,CY2017,"966     ProfessionalFees
3471            Revenues
Name: (bbrw, CY2017), dtype: object"
bbrw,CY2018,"925     ProfessionalFees
2802            Revenues
Name: (bbrw, CY2018), dtype: object"
bbrw,CY2019,"835     ProfessionalFees
2314            Revenues
Name: (bbrw, CY2019), dtype: object"
bbrw,CY2020,"824     ProfessionalFees
2118            Revenues
Name: (bbrw, CY2020), dtype: object"
bbrw,CY2021,"781     ProfessionalFees
1986            Revenues
Name: (bbrw, CY2021), dtype: object"
bbrw,CY2022,"678              ProfessionalFees
163     RevenueFromRelatedParties
1773                     Revenues
Name: (bbrw, CY2022), dtype: object"
bbsi,CY2009,"129     InvestmentIncomeNet
1085               Revenues
Name: (bbsi, CY2009), dtype: object"
bbsi,CY2010,"188     InvestmentIncomeNet
1981               Revenues
Name: (bbsi, CY2010), dtype: object"
bbsi,CY2011,"227     InvestmentIncomeNet
1066               Revenues
Name: (bbsi, CY2011), dtype: object"
bbsi,CY2012,"213     InvestmentIncomeNet
2374               Revenues
Name: (bbsi, CY2012), dtype: object"
bbsi,CY2013,"188     InvestmentIncomeNet
269        ProfessionalFees
2178               Revenues
Name: (bbsi, CY2013), dtype: object"
bbsi,CY2014,"164    InvestmentIncomeNet
257       ProfessionalFees
901               Revenues
Name: (bbsi, CY2014), dtype: object"
bbsi,CY2015,"149    InvestmentIncomeNet
829               Revenues
Name: (bbsi, CY2015), dtype: object"
bbsi,CY2016,"128                                  InvestmentIncomeNet
135    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2016), dtype: object"
bbsi,CY2017,"111                                  InvestmentIncomeNet
244    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2017), dtype: object"
bbsi,CY2018,"92                                   InvestmentIncomeNet
311    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2018), dtype: object"
bbsi,CY2019,"87                                   InvestmentIncomeNet
257    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2019), dtype: object"
bbsi,CY2020,"84                                   InvestmentIncomeNet
233    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2020), dtype: object"
bbsi,CY2021,"82                                   InvestmentIncomeNet
218    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2021), dtype: object"
bbsi,CY2022,"77                                   InvestmentIncomeNet
203    RevenueFromContractWithCustomerIncludingAssess...
Name: (bbsi, CY2022), dtype: object"
bbw,CY2009,"1601           Revenues
1190    SalesRevenueNet
Name: (bbw, CY2009), dtype: object"
bbw,CY2010,"2792           Revenues
1852    SalesRevenueNet
Name: (bbw, CY2010), dtype: object"
bbw,CY2011,"1905           Revenues
2106    SalesRevenueNet
Name: (bbw, CY2011), dtype: object"
bbw,CY2012,"3479           Revenues
2029    SalesRevenueNet
Name: (bbw, CY2012), dtype: object"
bbw,CY2013,"3338           Revenues
1984    SalesRevenueNet
Name: (bbw, CY2013), dtype: object"
bbw,CY2014,"1571           Revenues
1185    SalesRevenueNet
Name: (bbw, CY2014), dtype: object"
bbw,CY2015,"1426           Revenues
1776    SalesRevenueNet
Name: (bbw, CY2015), dtype: object"
bbw,CY2016,"1555           Revenues
1608    SalesRevenueNet
Name: (bbw, CY2016), dtype: object"
bbxib,CY2018,"2789    RevenueFromContractWithCustomerExcludingAssess...
3262                                             Revenues
Name: (bbxib, CY2018), dtype: object"
bbxib,CY2019,"2907    RevenueFromContractWithCustomerExcludingAssess...
2788                                             Revenues
Name: (bbxib, CY2019), dtype: object"
bbxib,CY2020,"2900    RevenueFromContractWithCustomerExcludingAssess...
2609                                             Revenues
Name: (bbxib, CY2020), dtype: object"
bbxib,CY2021,"2797    RevenueFromContractWithCustomerExcludingAssess...
2469                                             Revenues
Name: (bbxib, CY2021), dtype: object"
bbxib,CY2022,"2585    RevenueFromContractWithCustomerExcludingAssess...
2199                                             Revenues
Name: (bbxib, CY2022), dtype: object"
bby,CY2007,"17    InvestmentIncomeNet
94        SalesRevenueNet
Name: (bby, CY2007), dtype: object"
bby,CY2008,"63     InvestmentIncomeNet
370        SalesRevenueNet
Name: (bby, CY2008), dtype: object"
bby,CY2009,"200     InvestmentIncomeNet
1116        SalesRevenueNet
Name: (bby, CY2009), dtype: object"
bby,CY2010,"279     InvestmentIncomeNet
1756        SalesRevenueNet
Name: (bby, CY2010), dtype: object"
bby,CY2011,"340     InvestmentIncomeNet
1999        SalesRevenueNet
Name: (bby, CY2011), dtype: object"
bby,CY2012,"327     InvestmentIncomeNet
1914        SalesRevenueNet
Name: (bby, CY2012), dtype: object"
bby,CY2013,"310     InvestmentIncomeNet
1859        SalesRevenueNet
Name: (bby, CY2013), dtype: object"
bby,CY2014,"299    InvestmentIncomeNet
450        SalesRevenueNet
Name: (bby, CY2014), dtype: object"
bby,CY2015,"273     InvestmentIncomeNet
1648        SalesRevenueNet
Name: (bby, CY2015), dtype: object"
bby,CY2016,"260                                  InvestmentIncomeNet
330    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2016), dtype: object"
bby,CY2017,"249                                  InvestmentIncomeNet
625    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2017), dtype: object"
bby,CY2018,"54                                   InvestmentIncomeNet
175    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2018), dtype: object"
bby,CY2019,"51                                   InvestmentIncomeNet
142    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2019), dtype: object"
bby,CY2020,"49                                   InvestmentIncomeNet
127    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2020), dtype: object"
bby,CY2021,"50                                   InvestmentIncomeNet
118    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2021), dtype: object"
bby,CY2022,"48                                   InvestmentIncomeNet
112    RevenueFromContractWithCustomerIncludingAssess...
Name: (bby, CY2022), dtype: object"
bc-pc,CY2016,"47            Revenues
713    SalesRevenueNet
Name: (bc-pc, CY2016), dtype: object"
bc-pc,CY2017,"54            Revenues
518    SalesRevenueNet
Name: (bc-pc, CY2017), dtype: object"
bc-pc,CY2023,"2                                      ProfessionalFees
18    RevenueFromContractWithCustomerExcludingAssess...
Name: (bc-pc, CY2023), dtype: object"
bcbp,CY2009,"56     FeesAndCommissions
258      ProfessionalFees
Name: (bcbp, CY2009), dtype: object"
bcbp,CY2010,"99     FeesAndCommissions
906      ProfessionalFees
Name: (bcbp, CY2010), dtype: object"
bcbp,CY2011,"122     FeesAndCommissions
1211      ProfessionalFees
Name: (bcbp, CY2011), dtype: object"
bcbp,CY2012,"128     FeesAndCommissions
1157      ProfessionalFees
Name: (bcbp, CY2012), dtype: object"
bcbp,CY2013,"130    FeesAndCommissions
586      ProfessionalFees
Name: (bcbp, CY2013), dtype: object"
bcbp,CY2014,"113    FeesAndCommissions
540      ProfessionalFees
Name: (bcbp, CY2014), dtype: object"
bcbp,CY2015,"95     FeesAndCommissions
478      ProfessionalFees
Name: (bcbp, CY2015), dtype: object"
bcbp,CY2016,"84     FeesAndCommissions
438      ProfessionalFees
Name: (bcbp, CY2016), dtype: object"
bcbp,CY2017,"61     FeesAndCommissions
410      ProfessionalFees
Name: (bcbp, CY2017), dtype: object"
bcbp,CY2018,"2      FeesAndCommissions
406      ProfessionalFees
Name: (bcbp, CY2018), dtype: object"
bcdaw,CY2015,"917          Revenues
145    RoyaltyRevenue
Name: (bcdaw, CY2015), dtype: object"
bco,CY2013,"3544          Revenues
177     RoyaltyRevenue
Name: (bco, CY2013), dtype: object"
bco,CY2014,"204          Revenues
160    RoyaltyRevenue
Name: (bco, CY2014), dtype: object"
bco,CY2015,"144      RoyaltyRevenue
1946    SalesRevenueNet
Name: (bco, CY2015), dtype: object"
bco,CY2016,"123    RevenueFromContractWithCustomerExcludingAssess...
128                                       RoyaltyRevenue
Name: (bco, CY2016), dtype: object"
bco,CY2017,"176    RevenueFromContractWithCustomerExcludingAssess...
105                                       RoyaltyRevenue
Name: (bco, CY2017), dtype: object"
bcor,CY2013,"3387                   Revenues
747     SalesRevenueServicesNet
Name: (bcor, CY2013), dtype: object"
bcor,CY2014,"1356                   Revenues
715     SalesRevenueServicesNet
Name: (bcor, CY2014), dtype: object"
bcov,CY2010,"249     RevenueFromRelatedParties
2592                     Revenues
Name: (bcov, CY2010), dtype: object"
bcov,CY2011,"355     RevenueFromRelatedParties
2416                     Revenues
Name: (bcov, CY2011), dtype: object"
bcov,CY2012,"404     RevenueFromRelatedParties
3211                     Revenues
Name: (bcov, CY2012), dtype: object"
bcov,CY2013,"399     RevenueFromRelatedParties
3064                     Revenues
Name: (bcov, CY2013), dtype: object"
bcrx,CY2012,"3179          Revenues
155     RoyaltyRevenue
Name: (bcrx, CY2012), dtype: object"
bcrx,CY2013,"3028          Revenues
143     RoyaltyRevenue
Name: (bcrx, CY2013), dtype: object"
bcrx,CY2014,"819          Revenues
129    RoyaltyRevenue
Name: (bcrx, CY2014), dtype: object"
bcrx,CY2015,"758          Revenues
107    RoyaltyRevenue
Name: (bcrx, CY2015), dtype: object"
bcrx,CY2016,"292    RevenueFromContractWithCustomerIncludingAssess...
93                                        RoyaltyRevenue
Name: (bcrx, CY2016), dtype: object"
bcrx,CY2017,"570    RevenueFromContractWithCustomerIncludingAssess...
74                                        RoyaltyRevenue
Name: (bcrx, CY2017), dtype: object"
bcsf,CY2020,"83     GrossInvestmentIncomeOperating
162               NetInvestmentIncome
841                  ProfessionalFees
Name: (bcsf, CY2020), dtype: object"
bcsf,CY2021,"84     GrossInvestmentIncomeOperating
161               NetInvestmentIncome
798                  ProfessionalFees
Name: (bcsf, CY2021), dtype: object"
bcsf,CY2022,"78     GrossInvestmentIncomeOperating
152               NetInvestmentIncome
690                  ProfessionalFees
Name: (bcsf, CY2022), dtype: object"
bctf,CY2015,"61           FeesAndCommissions
94      InterestIncomeOperating
1291           ProfessionalFees
Name: (bctf, CY2015), dtype: object"
bctf,CY2016,"47           FeesAndCommissions
79      InterestIncomeOperating
1149           ProfessionalFees
Name: (bctf, CY2016), dtype: object"
bctf,CY2017,"28      FeesAndCommissions
1016      ProfessionalFees
Name: (bctf, CY2017), dtype: object"
bcyc,CY2021,"2626    RevenueFromContractWithCustomerExcludingAssess...
268                             RevenueFromRelatedParties
Name: (bcyc, CY2021), dtype: object"
bcyc,CY2022,"2426    RevenueFromContractWithCustomerExcludingAssess...
203                             RevenueFromRelatedParties
Name: (bcyc, CY2022), dtype: object"
bdc,CY2017,"654     RevenueFromContractWithCustomerExcludingAssess...
1028                                             Revenues
Name: (bdc, CY2017), dtype: object"
bdc,CY2018,"782    RevenueFromContractWithCustomerExcludingAssess...
884                                             Revenues
Name: (bdc, CY2018), dtype: object"
bdl,CY2015,"58      RoyaltyRevenue
733    SalesRevenueNet
Name: (bdl, CY2015), dtype: object"
bdl,CY2016,"40      RoyaltyRevenue
561    SalesRevenueNet
Name: (bdl, CY2016), dtype: object"
bdl,CY2017,"42          Revenues
27    RoyaltyRevenue
Name: (bdl, CY2017), dtype: object"
bdn,CY2016,"34     ManagementFeesRevenue
598                 Revenues
Name: (bdn, CY2016), dtype: object"
bdn,CY2017,"26     ManagementFeesRevenue
639                 Revenues
Name: (bdn, CY2017), dtype: object"
bdn,CY2020,"55     InvestmentIncomeNet
433               Revenues
Name: (bdn, CY2020), dtype: object"
bdn,CY2021,"56     InvestmentIncomeNet
400               Revenues
Name: (bdn, CY2021), dtype: object"
bdn,CY2022,"53     InvestmentIncomeNet
372               Revenues
Name: (bdn, CY2022), dtype: object"
bdpt,CY2019,"736     ProfessionalFees
2079            Revenues
Name: (bdpt, CY2019), dtype: object"
bdpt,CY2020,"732     ProfessionalFees
1907            Revenues
Name: (bdpt, CY2020), dtype: object"
bdpt,CY2021,"695     ProfessionalFees
1782            Revenues
Name: (bdpt, CY2021), dtype: object"
bdpt,CY2022,"606     ProfessionalFees
1597            Revenues
Name: (bdpt, CY2022), dtype: object"
bdry,CY2017,"173    InvestmentIncomeNet
900       ProfessionalFees
Name: (bdry, CY2017), dtype: object"
bdry,CY2018,"257    InvestmentIncomeNet
862       ProfessionalFees
Name: (bdry, CY2018), dtype: object"
bdry,CY2019,"251    InvestmentIncomeNet
781       ProfessionalFees
Name: (bdry, CY2019), dtype: object"
bdry,CY2020,"255    InvestmentIncomeNet
775       ProfessionalFees
Name: (bdry, CY2020), dtype: object"
bdry,CY2021,"234    InvestmentIncomeNet
737       ProfessionalFees
Name: (bdry, CY2021), dtype: object"
bdry,CY2022,"207    InvestmentIncomeNet
639       ProfessionalFees
Name: (bdry, CY2022), dtype: object"
bdry,CY2023,"43    InvestmentIncomeNet
84       ProfessionalFees
Name: (bdry, CY2023), dtype: object"
bdsi,CY2009,"42               ContractsRevenue
70      RevenueFromRelatedParties
1069                     Revenues
50                 RoyaltyRevenue
Name: (bdsi, CY2009), dtype: object"
bdsi,CY2010,"73      ContractsRevenue
1964            Revenues
87        RoyaltyRevenue
Name: (bdsi, CY2010), dtype: object"
bdsi,CY2011,"90      ContractsRevenue
1843            Revenues
108       RoyaltyRevenue
Name: (bdsi, CY2011), dtype: object"
bdsi,CY2012,"91      ContractsRevenue
2354            Revenues
114       RoyaltyRevenue
Name: (bdsi, CY2012), dtype: object"
bdsi,CY2013,"77      ContractsRevenue
2158            Revenues
103       RoyaltyRevenue
Name: (bdsi, CY2013), dtype: object"
bdsi,CY2014,"60      ContractsRevenue
1522            Revenues
90        RoyaltyRevenue
Name: (bdsi, CY2014), dtype: object"
bdsi,CY2015,"50      ContractsRevenue
1385            Revenues
72        RoyaltyRevenue
Name: (bdsi, CY2015), dtype: object"
bdsi,CY2016,"45                                      ContractsRevenue
687    RevenueFromContractWithCustomerExcludingAssess...
55                                        RoyaltyRevenue
Name: (bdsi, CY2016), dtype: object"
bdsi,CY2017,"34                                      ContractsRevenue
994    RevenueFromContractWithCustomerExcludingAssess...
37                                        RoyaltyRevenue
Name: (bdsi, CY2017), dtype: object"
bdvc,CY2020,"61     GrossInvestmentIncomeOperating
121               NetInvestmentIncome
614                  ProfessionalFees
Name: (bdvc, CY2020), dtype: object"
bdvc,CY2021,"61     GrossInvestmentIncomeOperating
119               NetInvestmentIncome
581                  ProfessionalFees
Name: (bdvc, CY2021), dtype: object"
bdvc,CY2022,"55     GrossInvestmentIncomeOperating
111               NetInvestmentIncome
512                  ProfessionalFees
Name: (bdvc, CY2022), dtype: object"
be,CY2016,"240     RevenueFromRelatedParties
3447                     Revenues
Name: (be, CY2016), dtype: object"
be,CY2017,"204     RevenueFromRelatedParties
3568                     Revenues
Name: (be, CY2017), dtype: object"
be,CY2018,"2470    RevenueFromContractWithCustomerExcludingAssess...
302                             RevenueFromRelatedParties
2881                                             Revenues
Name: (be, CY2018), dtype: object"
be,CY2019,"2461    RevenueFromContractWithCustomerExcludingAssess...
272                             RevenueFromRelatedParties
2375                                             Revenues
Name: (be, CY2019), dtype: object"
be,CY2020,"2405    RevenueFromContractWithCustomerExcludingAssess...
245                             RevenueFromRelatedParties
2176                                             Revenues
Name: (be, CY2020), dtype: object"
be,CY2021,"2302    RevenueFromContractWithCustomerExcludingAssess...
218                             RevenueFromRelatedParties
2046                                             Revenues
Name: (be, CY2021), dtype: object"
be,CY2022,"2130    RevenueFromContractWithCustomerExcludingAssess...
168                             RevenueFromRelatedParties
1822                                             Revenues
Name: (be, CY2022), dtype: object"
be,CY2023,"480    RevenueFromContractWithCustomerExcludingAssess...
394                                             Revenues
Name: (be, CY2023), dtype: object"
becn,CY2018,"1248    RevenueFromContractWithCustomerExcludingAssess...
1381                                             Revenues
Name: (becn, CY2018), dtype: object"
ben,CY2018,"100    RevenueFromContractWithCustomerExcludingAssess...
120                                             Revenues
Name: (ben, CY2018), dtype: object"
ben,CY2019,"99    RevenueFromContractWithCustomerExcludingAssess...
99                                             Revenues
Name: (ben, CY2019), dtype: object"
best,CY2017,"106    RevenueFromRelatedParties
329              SalesRevenueNet
136      SalesRevenueServicesNet
Name: (best, CY2017), dtype: object"
bf-b,CY2016,"24     RevenueFromContractWithCustomerExcludingAssess...
357    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2016), dtype: object"
bf-b,CY2017,"36     RevenueFromContractWithCustomerExcludingAssess...
678    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2017), dtype: object"
bf-b,CY2018,"43    RevenueFromContractWithCustomerExcludingAssess...
17    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2018), dtype: object"
bf-b,CY2019,"41    RevenueFromContractWithCustomerExcludingAssess...
15    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2019), dtype: object"
bf-b,CY2020,"36    RevenueFromContractWithCustomerExcludingAssess...
13    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2020), dtype: object"
bf-b,CY2021,"36    RevenueFromContractWithCustomerExcludingAssess...
11    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2021), dtype: object"
bf-b,CY2022,"36    RevenueFromContractWithCustomerExcludingAssess...
10    RevenueFromContractWithCustomerIncludingAssess...
Name: (bf-b, CY2022), dtype: object"
bfgx,CY2019,"960     ProfessionalFees
2619            Revenues
Name: (bfgx, CY2019), dtype: object"
bfh,CY2015,"1378                   Revenues
732     SalesRevenueServicesNet
Name: (bfh, CY2015), dtype: object"
bfh,CY2016,"1503                   Revenues
676     SalesRevenueServicesNet
Name: (bfh, CY2016), dtype: object"
bfh,CY2017,"1577                   Revenues
606     SalesRevenueServicesNet
Name: (bfh, CY2017), dtype: object"
bfh,CY2018,"1186    RevenueFromContractWithCustomerExcludingAssess...
1317                                             Revenues
Name: (bfh, CY2018), dtype: object"
bfh,CY2019,"308                                      ProfessionalFees
1168    RevenueFromContractWithCustomerExcludingAssess...
1078                                             Revenues
Name: (bfh, CY2019), dtype: object"
bfh,CY2020,"313                                      ProfessionalFees
1134    RevenueFromContractWithCustomerExcludingAssess...
981                                              Revenues
Name: (bfh, CY2020), dtype: object"
bfiiw,CY2020,"2605    RevenueFromContractWithCustomerExcludingAssess...
2358                                             Revenues
Name: (bfiiw, CY2020), dtype: object"
bfiiw,CY2021,"2500    RevenueFromContractWithCustomerExcludingAssess...
2219                                             Revenues
Name: (bfiiw, CY2021), dtype: object"
bfiiw,CY2022,"753                                      ProfessionalFees
2313    RevenueFromContractWithCustomerExcludingAssess...
1974                                             Revenues
Name: (bfiiw, CY2022), dtype: object"
bfin,CY2017,"24                            InsuranceCommissionsAndFees
1226    RevenueFromContractWithCustomerExcludingAssess...
Name: (bfin, CY2017), dtype: object"
bfin,CY2019,"408                                      ProfessionalFees
1446    RevenueFromContractWithCustomerExcludingAssess...
Name: (bfin, CY2019), dtype: object"
bfin,CY2020,"411                                      ProfessionalFees
1411    RevenueFromContractWithCustomerExcludingAssess...
Name: (bfin, CY2020), dtype: object"
bfin,CY2021,"383                                      ProfessionalFees
1348    RevenueFromContractWithCustomerExcludingAssess...
Name: (bfin, CY2021), dtype: object"
bfin,CY2022,"335                                      ProfessionalFees
1277    RevenueFromContractWithCustomerExcludingAssess...
Name: (bfin, CY2022), dtype: object"
bfriw,CY2021,"3021    RevenueFromContractWithCustomerExcludingAssess...
322                             RevenueFromRelatedParties
2616                                             Revenues
Name: (bfriw, CY2021), dtype: object"
bfriw,CY2022,"2798    RevenueFromContractWithCustomerExcludingAssess...
247                             RevenueFromRelatedParties
2347                                             Revenues
Name: (bfriw, CY2022), dtype: object"
bfs-pe,CY2012,"1140    ProfessionalFees
2447            Revenues
Name: (bfs-pe, CY2012), dtype: object"
bfs-pe,CY2013,"271     ProfessionalFees
2258            Revenues
Name: (bfs-pe, CY2013), dtype: object"
bfs-pe,CY2014,"258    ProfessionalFees
913            Revenues
Name: (bfs-pe, CY2014), dtype: object"
bfs-pe,CY2017,"103    InterestIncomeOperating
998                   Revenues
Name: (bfs-pe, CY2017), dtype: object"
bfs-pe,CY2018,"79     InterestIncomeOperating
860                   Revenues
Name: (bfs-pe, CY2018), dtype: object"
bfs-pe,CY2019,"50     InterestIncomeOperating
710                   Revenues
Name: (bfs-pe, CY2019), dtype: object"
bfs-pe,CY2020,"48     InterestIncomeOperating
648                   Revenues
Name: (bfs-pe, CY2020), dtype: object"
bfs-pe,CY2021,"43     InterestIncomeOperating
607                   Revenues
Name: (bfs-pe, CY2021), dtype: object"
bfs-pe,CY2022,"38     InterestIncomeOperating
556                   Revenues
Name: (bfs-pe, CY2022), dtype: object"
bfst,CY2016,"1047                                     ProfessionalFees
143     RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2016), dtype: object"
bfst,CY2017,"929                                     ProfessionalFees
254    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2017), dtype: object"
bfst,CY2018,"890                                     ProfessionalFees
897    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2018), dtype: object"
bfst,CY2019,"803                                     ProfessionalFees
730    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2019), dtype: object"
bfst,CY2020,"794                                     ProfessionalFees
661    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2020), dtype: object"
bfst,CY2021,"756                                     ProfessionalFees
594    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2021), dtype: object"
bfst,CY2022,"655                                     ProfessionalFees
513    RevenueFromContractWithCustomerIncludingAssess...
Name: (bfst, CY2022), dtype: object"
bg,CY2010,"3033           Revenues
2049    SalesRevenueNet
Name: (bg, CY2010), dtype: object"
bg,CY2018,"1288    RevenueFromContractWithCustomerExcludingAssess...
1430                                             Revenues
Name: (bg, CY2018), dtype: object"
bg,CY2019,"1266    RevenueFromContractWithCustomerExcludingAssess...
1167                                             Revenues
Name: (bg, CY2019), dtype: object"
