ticker,ccp,tag
nris,CY2015,"1150    ProfessionalFees
3055            Revenues
Name: (nris, CY2015), dtype: object"
nris,CY2016,"992            ProfessionalFees
3163                   Revenues
225     SalesRevenueServicesNet
Name: (nris, CY2016), dtype: object"
nrix,CY2019,"223     RevenueFromRelatedParties
1983                     Revenues
Name: (nrix, CY2019), dtype: object"
nrix,CY2020,"199     RevenueFromRelatedParties
1834                     Revenues
Name: (nrix, CY2020), dtype: object"
nrix,CY2021,"179     RevenueFromRelatedParties
1716                     Revenues
Name: (nrix, CY2021), dtype: object"
nrom,CY2009,"1276          Revenues
63      RoyaltyRevenue
Name: (nrom, CY2009), dtype: object"
nrom,CY2010,"2237          Revenues
103     RoyaltyRevenue
Name: (nrom, CY2010), dtype: object"
nrom,CY2011,"139    FeesAndCommissions
474              Revenues
126        RoyaltyRevenue
Name: (nrom, CY2011), dtype: object"
nrom,CY2012,"145     FeesAndCommissions
2712              Revenues
134         RoyaltyRevenue
Name: (nrom, CY2012), dtype: object"
nrom,CY2013,"149     FeesAndCommissions
2523              Revenues
123         RoyaltyRevenue
Name: (nrom, CY2013), dtype: object"
nrom,CY2014,"130    FeesAndCommissions
412              Revenues
109        RoyaltyRevenue
Name: (nrom, CY2014), dtype: object"
nrom,CY2015,"112    FeesAndCommissions
379              Revenues
88         RoyaltyRevenue
Name: (nrom, CY2015), dtype: object"
nrom,CY2016,"102    FeesAndCommissions
434              Revenues
72         RoyaltyRevenue
Name: (nrom, CY2016), dtype: object"
nrom,CY2017,"79     FeesAndCommissions
466              Revenues
53         RoyaltyRevenue
Name: (nrom, CY2017), dtype: object"
nrp,CY2008,"14      RoyaltyRevenue
244    SalesRevenueNet
Name: (nrp, CY2008), dtype: object"
nrp,CY2009,"47      RoyaltyRevenue
765    SalesRevenueNet
Name: (nrp, CY2009), dtype: object"
nrp,CY2010,"84       RoyaltyRevenue
1243    SalesRevenueNet
Name: (nrp, CY2010), dtype: object"
nrp,CY2011,"104      RoyaltyRevenue
1416    SalesRevenueNet
Name: (nrp, CY2011), dtype: object"
nrp,CY2012,"111      RoyaltyRevenue
1289    SalesRevenueNet
Name: (nrp, CY2012), dtype: object"
nrp,CY2013,"98       RoyaltyRevenue
1193    SalesRevenueNet
Name: (nrp, CY2013), dtype: object"
nrp,CY2014,"87       RoyaltyRevenue
1273    SalesRevenueNet
Name: (nrp, CY2014), dtype: object"
nrp,CY2016,"1701           Revenues
769     SalesRevenueNet
Name: (nrp, CY2016), dtype: object"
nrp,CY2017,"1785           Revenues
572     SalesRevenueNet
Name: (nrp, CY2017), dtype: object"
nrp,CY2018,"1334    RevenueFromContractWithCustomerExcludingAssess...
1473                                             Revenues
Name: (nrp, CY2018), dtype: object"
nrp,CY2019,"1309    RevenueFromContractWithCustomerExcludingAssess...
1203                                             Revenues
Name: (nrp, CY2019), dtype: object"
nrp,CY2020,"1275    RevenueFromContractWithCustomerExcludingAssess...
1099                                             Revenues
Name: (nrp, CY2020), dtype: object"
nrp,CY2021,"1221    RevenueFromContractWithCustomerExcludingAssess...
1037                                             Revenues
Name: (nrp, CY2021), dtype: object"
nsa-pa,CY2016,"64      ManagementFeesRevenue
3250                 Revenues
Name: (nsa-pa, CY2016), dtype: object"
nsa-pa,CY2017,"53      ManagementFeesRevenue
3358                 Revenues
Name: (nsa-pa, CY2017), dtype: object"
nsav,CY2012,"415    ProfessionalFees
664            Revenues
Name: (nsav, CY2012), dtype: object"
nsc,CY2014,"75     ProfessionalFees
401            Revenues
Name: (nsc, CY2014), dtype: object"
nsc,CY2015,"72     ProfessionalFees
370            Revenues
Name: (nsc, CY2015), dtype: object"
nsc,CY2016,"65                                      ProfessionalFees
208    RevenueFromContractWithCustomerExcludingAssess...
Name: (nsc, CY2016), dtype: object"
nsc,CY2017,"61                                      ProfessionalFees
300    RevenueFromContractWithCustomerExcludingAssess...
Name: (nsc, CY2017), dtype: object"
nsc,CY2018,"63                                      ProfessionalFees
355    RevenueFromContractWithCustomerExcludingAssess...
Name: (nsc, CY2018), dtype: object"
nsit,CY2015,"994            SalesRevenueNet
375    SalesRevenueServicesNet
Name: (nsit, CY2015), dtype: object"
nsit,CY2016,"489    RevenueFromContractWithCustomerExcludingAssess...
312                              SalesRevenueServicesNet
Name: (nsit, CY2016), dtype: object"
nsit,CY2017,"706    RevenueFromContractWithCustomerExcludingAssess...
250                              SalesRevenueServicesNet
Name: (nsit, CY2017), dtype: object"
nsrcf,CY2011,"1177    ProfessionalFees
2378            Revenues
Name: (nsrcf, CY2011), dtype: object"
nsrcf,CY2012,"1119    ProfessionalFees
2308            Revenues
Name: (nsrcf, CY2012), dtype: object"
nsrcf,CY2015,"517     ProfessionalFees
1757            Revenues
Name: (nsrcf, CY2015), dtype: object"
nsrcf,CY2016,"469     ProfessionalFees
1886            Revenues
Name: (nsrcf, CY2016), dtype: object"
nsrcf,CY2017,"441     ProfessionalFees
1970            Revenues
Name: (nsrcf, CY2017), dtype: object"
nss,CY2008,"393            SalesRevenueNet
145    SalesRevenueServicesNet
Name: (nss, CY2008), dtype: object"
nss,CY2009,"94      RevenueFromRelatedParties
1165              SalesRevenueNet
440       SalesRevenueServicesNet
Name: (nss, CY2009), dtype: object"
nss,CY2010,"266     RevenueFromRelatedParties
1819              SalesRevenueNet
633       SalesRevenueServicesNet
Name: (nss, CY2010), dtype: object"
nss,CY2011,"376     RevenueFromRelatedParties
1895                     Revenues
2067              SalesRevenueNet
725       SalesRevenueServicesNet
Name: (nss, CY2011), dtype: object"
nss,CY2012,"429     RevenueFromRelatedParties
3429                     Revenues
1986              SalesRevenueNet
718       SalesRevenueServicesNet
Name: (nss, CY2012), dtype: object"
nss,CY2013,"424     RevenueFromRelatedParties
3290                     Revenues
1937              SalesRevenueNet
712       SalesRevenueServicesNet
Name: (nss, CY2013), dtype: object"
nss,CY2014,"402     RevenueFromRelatedParties
1564                     Revenues
1178              SalesRevenueNet
685       SalesRevenueServicesNet
Name: (nss, CY2014), dtype: object"
nss,CY2015,"380     RevenueFromRelatedParties
1733              SalesRevenueNet
639       SalesRevenueServicesNet
Name: (nss, CY2015), dtype: object"
nss,CY2016,"350     RevenueFromRelatedParties
1548                     Revenues
584       SalesRevenueServicesNet
Name: (nss, CY2016), dtype: object"
nss,CY2017,"1622                   Revenues
1322            SalesRevenueNet
518     SalesRevenueServicesNet
Name: (nss, CY2017), dtype: object"
nssc,CY2017,"659    RevenueFromContractWithCustomerIncludingAssess...
215                                             Revenues
Name: (nssc, CY2017), dtype: object"
nssc,CY2018,"68     RevenueFromContractWithCustomerIncludingAssess...
190                                             Revenues
Name: (nssc, CY2018), dtype: object"
nstg,CY2014,"2363           Revenues
1616    SalesRevenueNet
Name: (nstg, CY2014), dtype: object"
nstg,CY2015,"2124           Revenues
1167    SalesRevenueNet
Name: (nstg, CY2015), dtype: object"
nstg,CY2016,"969    RevenueFromContractWithCustomerExcludingAssess...
993                                      SalesRevenueNet
Name: (nstg, CY2016), dtype: object"
nstg,CY2017,"1415    RevenueFromContractWithCustomerExcludingAssess...
789                                       SalesRevenueNet
Name: (nstg, CY2017), dtype: object"
nsts,CY2020,"1051                                     ProfessionalFees
830     RevenueFromContractWithCustomerIncludingAssess...
Name: (nsts, CY2020), dtype: object"
nsts,CY2021,"1033                                     ProfessionalFees
770     RevenueFromContractWithCustomerIncludingAssess...
Name: (nsts, CY2021), dtype: object"
nsts,CY2022,"904                                     ProfessionalFees
667    RevenueFromContractWithCustomerIncludingAssess...
Name: (nsts, CY2022), dtype: object"
nsys,CY2017,"334     RevenueFromContractWithCustomerExcludingAssess...
1145                                      SalesRevenueNet
Name: (nsys, CY2017), dtype: object"
ntap,CY2008,"61         InvestmentIncomeNet
500                   Revenues
137    SalesRevenueServicesNet
Name: (ntap, CY2008), dtype: object"
ntap,CY2009,"198         InvestmentIncomeNet
1498                   Revenues
418     SalesRevenueServicesNet
Name: (ntap, CY2009), dtype: object"
ntap,CY2010,"277         InvestmentIncomeNet
2654                   Revenues
604     SalesRevenueServicesNet
Name: (ntap, CY2010), dtype: object"
ntap,CY2011,"338         InvestmentIncomeNet
1284                   Revenues
693     SalesRevenueServicesNet
Name: (ntap, CY2011), dtype: object"
ntap,CY2012,"325         InvestmentIncomeNet
1898            SalesRevenueNet
683     SalesRevenueServicesNet
Name: (ntap, CY2012), dtype: object"
ntap,CY2013,"308         InvestmentIncomeNet
1840            SalesRevenueNet
671     SalesRevenueServicesNet
Name: (ntap, CY2013), dtype: object"
ntap,CY2016,"518     RevenueFromContractWithCustomerExcludingAssess...
1460                                      SalesRevenueNet
Name: (ntap, CY2016), dtype: object"
ntap,CY2017,"751     RevenueFromContractWithCustomerExcludingAssess...
1220                                      SalesRevenueNet
Name: (ntap, CY2017), dtype: object"
ntb,CY2014,"83      FeesAndCommissions
1449      ProfessionalFees
3572              Revenues
2190       SalesRevenueNet
Name: (ntb, CY2014), dtype: object"
ntb,CY2015,"63      FeesAndCommissions
1274      ProfessionalFees
3279              Revenues
644        SalesRevenueNet
Name: (ntb, CY2015), dtype: object"
ntb,CY2016,"51      FeesAndCommissions
1118      ProfessionalFees
3410              Revenues
464        SalesRevenueNet
Name: (ntb, CY2016), dtype: object"
ntb,CY2017,"32      FeesAndCommissions
991       ProfessionalFees
3527              Revenues
279        SalesRevenueNet
Name: (ntb, CY2017), dtype: object"
ntb,CY2018,"946     ProfessionalFees
2849            Revenues
Name: (ntb, CY2018), dtype: object"
ntb,CY2019,"855     ProfessionalFees
2355            Revenues
Name: (ntb, CY2019), dtype: object"
ntb,CY2020,"839     ProfessionalFees
2155            Revenues
Name: (ntb, CY2020), dtype: object"
ntb,CY2021,"795     ProfessionalFees
2021            Revenues
Name: (ntb, CY2021), dtype: object"
ntb,CY2022,"687     ProfessionalFees
1802            Revenues
Name: (ntb, CY2022), dtype: object"
ntct,CY2009,"1113                   Revenues
307     SalesRevenueServicesNet
Name: (ntct, CY2009), dtype: object"
ntct,CY2010,"2014                   Revenues
447     SalesRevenueServicesNet
Name: (ntct, CY2010), dtype: object"
ntct,CY2011,"1670                   Revenues
518     SalesRevenueServicesNet
Name: (ntct, CY2011), dtype: object"
ntct,CY2012,"2417                   Revenues
491     SalesRevenueServicesNet
Name: (ntct, CY2012), dtype: object"
ntct,CY2013,"2227                   Revenues
463     SalesRevenueServicesNet
Name: (ntct, CY2013), dtype: object"
ntct,CY2014,"1388                   Revenues
425     SalesRevenueServicesNet
Name: (ntct, CY2014), dtype: object"
ntct,CY2015,"1272                   Revenues
378     SalesRevenueServicesNet
Name: (ntct, CY2015), dtype: object"
ntct,CY2016,"1402                   Revenues
315     SalesRevenueServicesNet
Name: (ntct, CY2016), dtype: object"
ntct,CY2017,"1471                   Revenues
253     SalesRevenueServicesNet
Name: (ntct, CY2017), dtype: object"
ntes,CY2016,"487            SalesRevenueNet
175    SalesRevenueServicesNet
Name: (ntes, CY2016), dtype: object"
ntes,CY2017,"300            SalesRevenueNet
121    SalesRevenueServicesNet
Name: (ntes, CY2017), dtype: object"
ntes,CY2018,"143                                   InvestmentIncomeNet
1208    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntes, CY2018), dtype: object"
ntes,CY2019,"141                                   InvestmentIncomeNet
1191    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntes, CY2019), dtype: object"
ntes,CY2020,"133                                   InvestmentIncomeNet
1159    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntes, CY2020), dtype: object"
ntes,CY2021,"128                                   InvestmentIncomeNet
1109    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntes, CY2021), dtype: object"
ntes,CY2022,"119                                   InvestmentIncomeNet
1060    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntes, CY2022), dtype: object"
ntgr,CY2016,"386                                     ProfessionalFees
714    RevenueFromContractWithCustomerExcludingAssess...
908                                      SalesRevenueNet
Name: (ntgr, CY2016), dtype: object"
ntgr,CY2017,"358                                      ProfessionalFees
1035    RevenueFromContractWithCustomerExcludingAssess...
707                                       SalesRevenueNet
Name: (ntgr, CY2017), dtype: object"
ntgr,CY2018,"355                                      ProfessionalFees
1238    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntgr, CY2018), dtype: object"
ntgr,CY2019,"326                                      ProfessionalFees
1219    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntgr, CY2019), dtype: object"
ntgr,CY2020,"332                                      ProfessionalFees
1187    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntgr, CY2020), dtype: object"
ntgr,CY2021,"306                                      ProfessionalFees
1139    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntgr, CY2021), dtype: object"
ntic,CY2020,"73     InvestmentIncomeNet
572               Revenues
Name: (ntic, CY2020), dtype: object"
ntic,CY2021,"72     InvestmentIncomeNet
530               Revenues
Name: (ntic, CY2021), dtype: object"
ntic,CY2022,"68     InvestmentIncomeNet
486               Revenues
Name: (ntic, CY2022), dtype: object"
ntic,CY2023,"22     InvestmentIncomeNet
151               Revenues
Name: (ntic, CY2023), dtype: object"
ntip,CY2012,"1353    ProfessionalFees
142       RoyaltyRevenue
Name: (ntip, CY2012), dtype: object"
ntip,CY2014,"384     ProfessionalFees
1339            Revenues
Name: (ntip, CY2014), dtype: object"
ntip,CY2015,"347              ProfessionalFees
317     RevenueFromRelatedParties
1228                     Revenues
Name: (ntip, CY2015), dtype: object"
ntip,CY2016,"325    ProfessionalFees
80       RoyaltyRevenue
Name: (ntip, CY2016), dtype: object"
ntip,CY2017,"301     ProfessionalFees
1427            Revenues
Name: (ntip, CY2017), dtype: object"
ntip,CY2018,"297     ProfessionalFees
1200            Revenues
Name: (ntip, CY2018), dtype: object"
ntip,CY2019,"275    ProfessionalFees
981            Revenues
Name: (ntip, CY2019), dtype: object"
ntip,CY2020,"277    ProfessionalFees
891            Revenues
Name: (ntip, CY2020), dtype: object"
ntip,CY2021,"255    ProfessionalFees
835            Revenues
Name: (ntip, CY2021), dtype: object"
ntla,CY2019,"2421    RevenueFromContractWithCustomerExcludingAssess...
270                             RevenueFromRelatedParties
Name: (ntla, CY2019), dtype: object"
ntla,CY2020,"2367    RevenueFromContractWithCustomerExcludingAssess...
243                             RevenueFromRelatedParties
Name: (ntla, CY2020), dtype: object"
ntla,CY2021,"2263    RevenueFromContractWithCustomerExcludingAssess...
621     RevenueFromContractWithCustomerIncludingAssess...
216                             RevenueFromRelatedParties
Name: (ntla, CY2021), dtype: object"
ntla,CY2022,"2101    RevenueFromContractWithCustomerExcludingAssess...
535     RevenueFromContractWithCustomerIncludingAssess...
167                             RevenueFromRelatedParties
Name: (ntla, CY2022), dtype: object"
ntnx,CY2015,"420     RevenueFromRelatedParties
1971              SalesRevenueNet
726       SalesRevenueServicesNet
Name: (ntnx, CY2015), dtype: object"
ntnx,CY2016,"1275    RevenueFromContractWithCustomerExcludingAssess...
389                             RevenueFromRelatedParties
1799                                      SalesRevenueNet
670                               SalesRevenueServicesNet
Name: (ntnx, CY2016), dtype: object"
ntnx,CY2017,"1881    RevenueFromContractWithCustomerExcludingAssess...
381                             RevenueFromRelatedParties
1542                                      SalesRevenueNet
600                               SalesRevenueServicesNet
Name: (ntnx, CY2017), dtype: object"
ntp,CY2010,"155     RevenueFromRelatedParties
1058              SalesRevenueNet
Name: (ntp, CY2010), dtype: object"
ntp,CY2011,"220     RevenueFromRelatedParties
1220              SalesRevenueNet
Name: (ntp, CY2011), dtype: object"
ntp,CY2012,"244     RevenueFromRelatedParties
1084              SalesRevenueNet
Name: (ntp, CY2012), dtype: object"
ntra,CY2014,"113     LicensesRevenue
3428           Revenues
Name: (ntra, CY2014), dtype: object"
ntra,CY2015,"94      LicensesRevenue
3059           Revenues
Name: (ntra, CY2015), dtype: object"
ntra,CY2016,"74                                        LicensesRevenue
1243    RevenueFromContractWithCustomerExcludingAssess...
3171                                             Revenues
Name: (ntra, CY2016), dtype: object"
ntra,CY2017,"56                                        LicensesRevenue
1833    RevenueFromContractWithCustomerExcludingAssess...
3286                                             Revenues
Name: (ntra, CY2017), dtype: object"
ntrbw,CY2020,"700     RevenueFromContractWithCustomerIncludingAssess...
2203                                             Revenues
Name: (ntrbw, CY2020), dtype: object"
ntrbw,CY2021,"634     RevenueFromContractWithCustomerIncludingAssess...
2070                                             Revenues
Name: (ntrbw, CY2021), dtype: object"
ntrbw,CY2022,"546     RevenueFromContractWithCustomerIncludingAssess...
1842                                             Revenues
Name: (ntrbw, CY2022), dtype: object"
ntrso,CY2008,"21     ProfessionalFees
261            Revenues
Name: (ntrso, CY2008), dtype: object"
ntrso,CY2009,"225    ProfessionalFees
952            Revenues
Name: (ntrso, CY2009), dtype: object"
ntrso,CY2010,"854     ProfessionalFees
1824            Revenues
Name: (ntrso, CY2010), dtype: object"
ntrso,CY2011,"1149    ProfessionalFees
214             Revenues
Name: (ntrso, CY2011), dtype: object"
ntrso,CY2012,"1090    ProfessionalFees
2182            Revenues
Name: (ntrso, CY2012), dtype: object"
ntrso,CY2013,"31      ProfessionalFees
1979            Revenues
Name: (ntrso, CY2013), dtype: object"
ntrso,CY2014,"28     ProfessionalFees
184            Revenues
Name: (ntrso, CY2014), dtype: object"
ntrso,CY2015,"27     ProfessionalFees
171            Revenues
Name: (ntrso, CY2015), dtype: object"
ntrso,CY2016,"26     ProfessionalFees
219            Revenues
Name: (ntrso, CY2016), dtype: object"
ntrso,CY2017,"25                                      ProfessionalFees
158    RevenueFromContractWithCustomerExcludingAssess...
238                                             Revenues
Name: (ntrso, CY2017), dtype: object"
ntrso,CY2018,"29                                      ProfessionalFees
184    RevenueFromContractWithCustomerExcludingAssess...
209                                             Revenues
Name: (ntrso, CY2018), dtype: object"
ntrso,CY2019,"27                                      ProfessionalFees
177    RevenueFromContractWithCustomerExcludingAssess...
182                                             Revenues
Name: (ntrso, CY2019), dtype: object"
ntrso,CY2020,"28                                      ProfessionalFees
173    RevenueFromContractWithCustomerExcludingAssess...
165                                             Revenues
Name: (ntrso, CY2020), dtype: object"
ntrso,CY2021,"25                                      ProfessionalFees
164    RevenueFromContractWithCustomerExcludingAssess...
155                                             Revenues
Name: (ntrso, CY2021), dtype: object"
ntrso,CY2022,"21                                      ProfessionalFees
160    RevenueFromContractWithCustomerExcludingAssess...
149                                             Revenues
Name: (ntrso, CY2022), dtype: object"
ntwk,CY2011,"154             LicensesRevenue
1307           ProfessionalFees
1469                   Revenues
595     SalesRevenueServicesNet
Name: (ntwk, CY2011), dtype: object"
ntwk,CY2012,"150             LicensesRevenue
1264           ProfessionalFees
2750                   Revenues
575     SalesRevenueServicesNet
Name: (ntwk, CY2012), dtype: object"
ntwk,CY2013,"145               LicensesRevenue
375              ProfessionalFees
349     RevenueFromRelatedParties
2567                     Revenues
555       SalesRevenueServicesNet
Name: (ntwk, CY2013), dtype: object"
ntwk,CY2014,"133               LicensesRevenue
328     RevenueFromRelatedParties
1233                     Revenues
525       SalesRevenueServicesNet
Name: (ntwk, CY2014), dtype: object"
ntwk,CY2015,"115               LicensesRevenue
297     RevenueFromRelatedParties
1137                     Revenues
472       SalesRevenueServicesNet
Name: (ntwk, CY2015), dtype: object"
ntwk,CY2016,"97                LicensesRevenue
268     RevenueFromRelatedParties
1254                     Revenues
414       SalesRevenueServicesNet
Name: (ntwk, CY2016), dtype: object"
ntwk,CY2017,"76                LicensesRevenue
238     RevenueFromRelatedParties
1324                     Revenues
347       SalesRevenueServicesNet
Name: (ntwk, CY2017), dtype: object"
ntwk,CY2021,"55                               InterestIncomeOperating
919    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntwk, CY2021), dtype: object"
ntwk,CY2022,"47                               InterestIncomeOperating
879    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntwk, CY2022), dtype: object"
ntwk,CY2023,"12                               InterestIncomeOperating
253    RevenueFromContractWithCustomerExcludingAssess...
Name: (ntwk, CY2023), dtype: object"
nuan,CY2008,"27     LicensesRevenue
320    SalesRevenueNet
Name: (nuan, CY2008), dtype: object"
nuan,CY2009,"80     LicensesRevenue
985    SalesRevenueNet
Name: (nuan, CY2009), dtype: object"
nuan,CY2010,"137     LicensesRevenue
1584    SalesRevenueNet
Name: (nuan, CY2010), dtype: object"
nuan,CY2011,"1288           Revenues
1803    SalesRevenueNet
Name: (nuan, CY2011), dtype: object"
nuan,CY2012,"2991           Revenues
1698    SalesRevenueNet
Name: (nuan, CY2012), dtype: object"
nuan,CY2013,"2836           Revenues
1626    SalesRevenueNet
Name: (nuan, CY2013), dtype: object"
nuan,CY2014,"1077           Revenues
891     SalesRevenueNet
Name: (nuan, CY2014), dtype: object"
nuan,CY2015,"993            Revenues
1415    SalesRevenueNet
Name: (nuan, CY2015), dtype: object"
nuan,CY2016,"1114           Revenues
1243    SalesRevenueNet
Name: (nuan, CY2016), dtype: object"
nuan,CY2017,"1182           Revenues
1017    SalesRevenueNet
Name: (nuan, CY2017), dtype: object"
nuan,CY2018,"1009           Revenues
63      SalesRevenueNet
Name: (nuan, CY2018), dtype: object"
nugn,CY2015,"1125    ProfessionalFees
207      SalesRevenueNet
Name: (nugn, CY2015), dtype: object"
nugn,CY2021,"718                                      ProfessionalFees
2063    RevenueFromContractWithCustomerExcludingAssess...
1850                                             Revenues
Name: (nugn, CY2021), dtype: object"
nugn,CY2022,"623                                      ProfessionalFees
1925    RevenueFromContractWithCustomerExcludingAssess...
1654                                             Revenues
Name: (nugn, CY2022), dtype: object"
nugs,CY2014,"571     ProfessionalFees
1371     SalesRevenueNet
Name: (nugs, CY2014), dtype: object"
nukk,CY2020,"752              ProfessionalFees
214     RevenueFromRelatedParties
1969                     Revenues
Name: (nukk, CY2020), dtype: object"
nukk,CY2021,"714              ProfessionalFees
193     RevenueFromRelatedParties
1845                     Revenues
Name: (nukk, CY2021), dtype: object"
nukk,CY2022,"619              ProfessionalFees
145     RevenueFromRelatedParties
1649                     Revenues
Name: (nukk, CY2022), dtype: object"
nutx,CY2010,"314     InvestmentIncomeNet
1989        SalesRevenueNet
Name: (nutx, CY2010), dtype: object"
nutx,CY2011,"382     InvestmentIncomeNet
2252        SalesRevenueNet
Name: (nutx, CY2011), dtype: object"
nutx,CY2012,"372     InvestmentIncomeNet
2184        SalesRevenueNet
Name: (nutx, CY2012), dtype: object"
nutx,CY2015,"1953            SalesRevenueNet
718     SalesRevenueServicesNet
Name: (nutx, CY2015), dtype: object"
nutx,CY2020,"178     RevenueFromRelatedParties
1659                     Revenues
Name: (nutx, CY2020), dtype: object"
nutx,CY2021,"166     RevenueFromRelatedParties
1558                     Revenues
Name: (nutx, CY2021), dtype: object"
nutx,CY2022,"125     RevenueFromRelatedParties
1413                     Revenues
Name: (nutx, CY2022), dtype: object"
nuvr,CY2009,"1285            SalesRevenueNet
486     SalesRevenueServicesNet
Name: (nuvr, CY2009), dtype: object"
nuvr,CY2010,"1990            SalesRevenueNet
699     SalesRevenueServicesNet
Name: (nuvr, CY2010), dtype: object"
nuvr,CY2011,"404     RevenueFromRelatedParties
2253              SalesRevenueNet
796       SalesRevenueServicesNet
Name: (nuvr, CY2011), dtype: object"
nuvr,CY2012,"455     RevenueFromRelatedParties
2185              SalesRevenueNet
796       SalesRevenueServicesNet
Name: (nuvr, CY2012), dtype: object"
nuvr,CY2013,"450     RevenueFromRelatedParties
2145              SalesRevenueNet
797       SalesRevenueServicesNet
Name: (nuvr, CY2013), dtype: object"
nuvr,CY2014,"429    RevenueFromRelatedParties
181              SalesRevenueNet
763      SalesRevenueServicesNet
Name: (nuvr, CY2014), dtype: object"
nuvr,CY2015,"417     RevenueFromRelatedParties
1954              SalesRevenueNet
719       SalesRevenueServicesNet
Name: (nuvr, CY2015), dtype: object"
nuvr,CY2016,"386     RevenueFromRelatedParties
1782              SalesRevenueNet
663       SalesRevenueServicesNet
Name: (nuvr, CY2016), dtype: object"
nuvr,CY2017,"149    RevenueFromContractWithCustomerExcludingAssess...
378                            RevenueFromRelatedParties
224                                             Revenues
593                              SalesRevenueServicesNet
Name: (nuvr, CY2017), dtype: object"
nuvr,CY2018,"175    RevenueFromContractWithCustomerExcludingAssess...
198                                             Revenues
Name: (nuvr, CY2018), dtype: object"
nuvr,CY2019,"170    RevenueFromContractWithCustomerExcludingAssess...
175                                             Revenues
Name: (nuvr, CY2019), dtype: object"
nuvr,CY2020,"167    RevenueFromContractWithCustomerExcludingAssess...
12                             RevenueFromRelatedParties
159                                             Revenues
Name: (nuvr, CY2020), dtype: object"
nuvr,CY2021,"158    RevenueFromContractWithCustomerExcludingAssess...
13                             RevenueFromRelatedParties
150                                             Revenues
Name: (nuvr, CY2021), dtype: object"
nuvr,CY2022,"154    RevenueFromContractWithCustomerExcludingAssess...
11                             RevenueFromRelatedParties
144                                             Revenues
Name: (nuvr, CY2022), dtype: object"
nvax,CY2009,"47        ContractsRevenue
151    InvestmentIncomeNet
Name: (nvax, CY2009), dtype: object"
nvax,CY2010,"79        ContractsRevenue
213    InvestmentIncomeNet
Name: (nvax, CY2010), dtype: object"
nvax,CY2011,"96        ContractsRevenue
251    InvestmentIncomeNet
Name: (nvax, CY2011), dtype: object"
nvax,CY2012,"98         ContractsRevenue
239     InvestmentIncomeNet
2537               Revenues
Name: (nvax, CY2012), dtype: object"
nvax,CY2013,"84         ContractsRevenue
217     InvestmentIncomeNet
2341               Revenues
Name: (nvax, CY2013), dtype: object"
nvax,CY2014,"68         ContractsRevenue
197     InvestmentIncomeNet
1063               Revenues
Name: (nvax, CY2014), dtype: object"
nvax,CY2015,"59        ContractsRevenue
169    InvestmentIncomeNet
980               Revenues
Name: (nvax, CY2015), dtype: object"
nvax,CY2016,"56         ContractsRevenue
149     InvestmentIncomeNet
1102               Revenues
Name: (nvax, CY2016), dtype: object"
nvax,CY2017,"45         ContractsRevenue
132     InvestmentIncomeNet
1170               Revenues
Name: (nvax, CY2017), dtype: object"
nvax,CY2018,"105    InvestmentIncomeNet
999               Revenues
Name: (nvax, CY2018), dtype: object"
nvax,CY2019,"102    InvestmentIncomeNet
819               Revenues
Name: (nvax, CY2019), dtype: object"
nvax,CY2020,"99     InvestmentIncomeNet
749               Revenues
Name: (nvax, CY2020), dtype: object"
nvax,CY2021,"98     InvestmentIncomeNet
705               Revenues
Name: (nvax, CY2021), dtype: object"
nvec,CY2009,"35     ContractsRevenue
937            Revenues
Name: (nvec, CY2009), dtype: object"
nvec,CY2010,"67      ContractsRevenue
1808            Revenues
Name: (nvec, CY2010), dtype: object"
nvec,CY2011,"84     ContractsRevenue
519            Revenues
Name: (nvec, CY2011), dtype: object"
nvec,CY2012,"82      ContractsRevenue
2162            Revenues
Name: (nvec, CY2012), dtype: object"
nvec,CY2013,"71      ContractsRevenue
1958            Revenues
Name: (nvec, CY2013), dtype: object"
nvec,CY2014,"54     ContractsRevenue
446            Revenues
Name: (nvec, CY2014), dtype: object"
nvec,CY2015,"43     ContractsRevenue
409            Revenues
Name: (nvec, CY2015), dtype: object"
nvec,CY2016,"37     ContractsRevenue
475            Revenues
Name: (nvec, CY2016), dtype: object"
nvec,CY2021,"92     RevenueFromContractWithCustomerIncludingAssess...
319                                             Revenues
Name: (nvec, CY2021), dtype: object"
nvec,CY2022,"87     RevenueFromContractWithCustomerIncludingAssess...
301                                             Revenues
Name: (nvec, CY2022), dtype: object"
nvee,CY2019,"2021    RevenueFromContractWithCustomerExcludingAssess...
657     RevenueFromContractWithCustomerIncludingAssess...
Name: (nvee, CY2019), dtype: object"
nvee,CY2020,"1973    RevenueFromContractWithCustomerExcludingAssess...
594     RevenueFromContractWithCustomerIncludingAssess...
Name: (nvee, CY2020), dtype: object"
nvee,CY2021,"1890    RevenueFromContractWithCustomerExcludingAssess...
533     RevenueFromContractWithCustomerIncludingAssess...
Name: (nvee, CY2021), dtype: object"
